RefSeq Predicted Protein ID [e.g. XP_001720922]	Associated Gene Name
XP_006508946	Cdc16
XP_006532421	Recql5
XP_006532422	Recql5
XP_006532424	Recql5
XP_006517112	Ahrr
XP_006517114	Ahrr
XP_006517111	Ahrr
XP_011242766	Ahrr
XP_006517113	Ahrr
XP_006498549	Garnl3
XP_011237525	Garnl3
XP_011237526	Garnl3
XP_006498551	Garnl3
XP_006498550	Garnl3
XP_011237527	Garnl3
XP_006498544	Garnl3
XP_006498545	Garnl3
XP_006498547	Garnl3
XP_006498548	Garnl3
XP_006498546	Garnl3
XP_011237524	Garnl3
XP_006528075	Slitrk4
XP_006528076	Slitrk4
XP_006528074	Slitrk4
XP_006531429	Prss54
XP_006531431	Prss54
XP_006531430	Prss54
XP_006528930	Amot
XP_006528927	Amot
XP_011246130	Amot
XP_006520585	Ly6f
XP_006510030	Cdc37
XP_006509947	Arhgap42
XP_011240671	Arhgap42
XP_006523984	Rnps1
XP_003689173	Gm20816
XP_006541261	4933421I07Rik
XP_006530414	Gm15800
XP_006530415	Gm15800
XP_006530416	Gm15800
XP_006530417	Gm15800
XP_006530418	Gm15800
XP_006530419	Gm15800
XP_006530420	Gm15800
XP_006530421	Gm15800
XP_011246506	Gm15800
XP_006530423	Gm15800
XP_006530422	Gm15800
XP_006529745	Gm28040
XP_006506127	Tpra1
XP_006506126	Tpra1
XP_006506125	Tpra1
XP_006506124	Tpra1
XP_006519358	Rabggta
XP_006519357	Rabggta
XP_011248516	Ptpru
XP_011248517	Ptpru
XP_006538735	Ptpru
XP_006538736	Ptpru
XP_006538737	Ptpru
XP_011248512	Ptpru
XP_011248513	Ptpru
XP_011248514	Ptpru
XP_011248515	Ptpru
XP_006538729	Ptpru
XP_006538730	Ptpru
XP_006538731	Ptpru
XP_006538733	Ptpru
XP_011248518	Ptpru
XP_006539602	Ercc1
XP_006526253	Snx2
XP_011238377	Zbtb7b
XP_006501381	Zbtb7b
XP_006501382	Zbtb7b
XP_006501376	Zbtb7b
XP_006501378	Zbtb7b
XP_006501380	Zbtb7b
XP_006501379	Zbtb7b
XP_006501377	Zbtb7b
XP_355890	Vsig10l
XP_006535972	Mup17
XP_006537554	Mup17
XP_011237698	Scn7a
XP_006523392	Map3k4
XP_006512864	Stx7
XP_006512863	Stx7
XP_006538108	Mup20
XP_006497124	Susd4
XP_006497127	Susd4
XP_006497126	Susd4
XP_006497125	Susd4
XP_011243370	Nek4
XP_011243371	Nek4
XP_011245554	Olfr1462
XP_006517119	Cast
XP_011242768	Cast
XP_006517122	Cast
XP_011242769	Cast
XP_011242770	Cast
XP_006517013	Diras2
XP_006524046	Efhb
XP_006516836	Tbce
XP_011242648	Tbce
XP_006529208	Htr2b
XP_006529209	Htr2b
XP_006529210	Htr2b
XP_006524217	Dpp9
XP_006524218	Dpp9
XP_011243658	Spag1
XP_006520135	Spag1
XP_011243659	Spag1
XP_006520138	Spag1
XP_006520139	Spag1
XP_006510802	Clk3
XP_006517146	Slc6a3
XP_006517145	Slc6a3
XP_006504788	Chst12
XP_006511621	Fam219b
XP_006511622	Fam219b
XP_011239298	Gm3402
XP_006502971	Slc2a1
XP_006542888	Gm3233
XP_006542892	Gm3233
XP_001474452	Gm3233
XP_006514416	Gm3233
XP_006520546	Kcnh3
XP_006520547	Kcnh3
XP_006495724	Cryge
XP_006531482	Cyld
XP_006531479	Cyld
XP_011246827	Cyld
XP_006531477	Cyld
XP_011246826	Cyld
XP_006531478	Cyld
XP_006531480	Cyld
XP_006531481	Cyld
XP_011246825	Cyld
XP_006531483	Cyld
XP_006513872	Supv3l1
XP_006523621	Cebpz
XP_006518732	Mbl1
XP_006535689	Cdk5
XP_006500929	Pkn2
XP_006518928	Mtmr6
XP_006519437	Osgep
XP_006521994	Stfa2
XP_001476038	Gm9495
XP_006544615	Gm28269
XP_006527778	Gm28269
XP_011244792	Zfp944
XP_011244789	Zfp944
XP_011244793	Zfp944
XP_011244794	Zfp944
XP_011244790	Zfp944
XP_011244791	Zfp944
XP_006524451	Zfp944
XP_006514949	Ankrd36
XP_006514953	Ankrd36
XP_006514947	Ankrd36
XP_006513178	Baz2a
XP_011241583	Baz2a
XP_006513176	Baz2a
XP_011241585	Baz2a
XP_011241584	Baz2a
XP_011241586	Baz2a
XP_011241582	Baz2a
XP_011241580	Baz2a
XP_011241581	Baz2a
XP_006513177	Baz2a
XP_011241587	Baz2a
XP_011241588	Baz2a
XP_011242231	9030624G23Rik
XP_011242235	9030624G23Rik
XP_006515363	9030624G23Rik
XP_011242237	9030624G23Rik
XP_011242241	9030624G23Rik
XP_011242251	9030624G23Rik
XP_011242252	9030624G23Rik
XP_011242259	9030624G23Rik
XP_011246805	Snx20
XP_006531435	Snx20
XP_006531436	Snx20
XP_006531434	Snx20
XP_011244574	Adgre1
XP_006523665	Adgre1
XP_006523664	Adgre1
XP_006496380	Arpc2
XP_006515079	Grhl1
XP_006515080	Grhl1
XP_006517521	8030423J24Rik
XP_011242889	8030423J24Rik
XP_006524968	Prss22
XP_006507908	Ctf2
XP_006512709	9330159F19Rik
XP_006512710	9330159F19Rik
XP_006512712	9330159F19Rik
XP_006513523	Tbxa2r
XP_006499657	Rtn4rl2
XP_006499658	Rtn4rl2
XP_006499659	Rtn4rl2
XP_011244249	Armc12
XP_011244886	Armc12
XP_006535805	Nom1
XP_011238019	Serinc4
XP_006527385	March5
XP_006508147	Tacc2
XP_006508146	Tacc2
XP_006508127	Tacc2
XP_006508128	Tacc2
XP_006508129	Tacc2
XP_006508130	Tacc2
XP_006508131	Tacc2
XP_006508132	Tacc2
XP_006508133	Tacc2
XP_006508135	Tacc2
XP_006508136	Tacc2
XP_006508140	Tacc2
XP_006508151	Tacc2
XP_006508150	Tacc2
XP_011240176	Tacc2
XP_006508152	Tacc2
XP_006508153	Tacc2
XP_006508154	Tacc2
XP_011239276	Micall2
XP_006531054	Rpgrip1l
XP_006531055	Rpgrip1l
XP_006531056	Rpgrip1l
XP_006531057	Rpgrip1l
XP_006497469	Stam
XP_006527466	Zdhhc16
XP_006526702	Ddb1
XP_006523363	Qk
XP_006541119	Klk13
XP_006541118	Klk13
XP_006524010	Sstr5
XP_011249580	Tcf19
XP_006525329	Tcf19
XP_006523516	Tcf19
XP_006504252	Zcchc4
XP_006504251	Zcchc4
XP_011238311	Ecm1
XP_006501048	Ecm1
XP_011238310	Ecm1
XP_006501047	Ecm1
XP_011242997	Slc30a5
XP_006536149	Ipo8
XP_006536150	Ipo8
XP_006507128	Ipo8
XP_006507129	Ipo8
XP_006536152	Ipo8
XP_006507131	Ipo8
XP_006500923	Lrrc39
XP_006530852	Sin3b
XP_006512113	Ubp1
XP_006512116	Ubp1
XP_006512118	Ubp1
XP_006512114	Ubp1
XP_006512115	Ubp1
XP_006512117	Ubp1
XP_006506063	Fgd5
XP_006506064	Fgd5
XP_006537868	Prdm13
XP_006537869	Prdm13
XP_006537870	Prdm13
XP_011241747	Gas2l3
XP_006514260	Prdm4
XP_006514257	Prdm4
XP_006514258	Prdm4
XP_006514256	Prdm4
XP_011241884	Prdm4
XP_006499322	Kif18a
XP_011250315	Ibsp
XP_006539951	Arhgap33
XP_006517255	Exoc3
XP_006517254	Exoc3
XP_006543820	Atp5o
XP_006501142	Usp33
XP_006514882	Clhc1
XP_006514881	Clhc1
XP_006524020	Srf
XP_006512054	Scn10a
XP_006512055	Scn10a
XP_006514267	Xpot
XP_006514269	Xpot
XP_006514270	Xpot
XP_006514271	Xpot
XP_006516335	Zfp839
XP_006527327	Ifit3b
XP_011245339	1700034E13Rik
XP_011245338	1700034E13Rik
XP_006535325	Myo18b
XP_006520298	Slc38a1
XP_006523338	Rnaset2a
XP_006499972	Ywhab
XP_006500905	Trmt10a
XP_006500907	Trmt10a
XP_006500909	Trmt10a
XP_006500910	Trmt10a
XP_006500908	Trmt10a
XP_011238285	Trmt10a
XP_006500906	Trmt10a
XP_006539767	Nlrp4b
XP_006536287	Tspan4
XP_006530038	Sh3bp4
XP_006497297	Cd46
XP_006497301	Cd46
XP_006531640	Rbmy
XP_006531638	Rbmy
XP_006531639	Rbmy
XP_011238147	Sla2
XP_011238148	Sla2
XP_006500468	Sla2
XP_011243449	Dzip1
XP_006519451	Dzip1
XP_006519452	Dzip1
XP_006519453	Dzip1
XP_006519454	Dzip1
XP_006519449	Dzip1
XP_006519450	Dzip1
XP_006519448	Dzip1
XP_006519447	Dzip1
XP_011243448	Dzip1
XP_006519446	Dzip1
XP_011246195	Rnpepl1
XP_011246196	Rnpepl1
XP_006506061	Ccdc174
XP_006544125	Vcpkmt
XP_006501325	Fstl5
XP_006501326	Fstl5
XP_006516643	Prl7d1
XP_011248858	Ppp6r1
XP_006509587	Hmgb2
XP_006502257	Sgms2
XP_006502262	Sgms2
XP_011238551	Sgms2
XP_006502259	Sgms2
XP_006502260	Sgms2
XP_011238552	Sgms2
XP_006502256	Sgms2
XP_011243515	Pck2
XP_006519695	Pck2
XP_006517743	Polk
XP_006517742	Polk
XP_006522552	4930453N24Rik
XP_006526328	Arhgap26
XP_006526330	Arhgap26
XP_006526332	Arhgap26
XP_006526331	Arhgap26
XP_006499661	Vps39
XP_006503837	Ppargc1a
XP_006503838	Ppargc1a
XP_006503839	Ppargc1a
XP_006503840	Ppargc1a
XP_006503841	Ppargc1a
XP_006527328	Ifit1bl1
XP_011244298	Cdip1
XP_006522531	Cdip1
XP_006522530	Cdip1
XP_006525052	Atat1
XP_011244956	Atat1
XP_011241195	Atat1
XP_011249629	Atat1
XP_011244957	Atat1
XP_006506980	Sspn
XP_006506979	Sspn
XP_006520169	Fbxl7
XP_011244013	Apol7e
XP_011237826	Lrrc55
XP_006499531	Lrrc55
XP_006499532	Lrrc55
XP_006499530	Lrrc55
XP_006502861	Elavl4
XP_006502857	Elavl4
XP_006502858	Elavl4
XP_006502859	Elavl4
XP_006502864	Elavl4
XP_006502865	Elavl4
XP_011238751	Elavl4
XP_006502860	Elavl4
XP_006502866	Elavl4
XP_006502856	Elavl4
XP_006502862	Elavl4
XP_006502863	Elavl4
XP_006529231	Lhx4
XP_006529232	Lhx4
XP_006531757	Rela
XP_006531758	Rela
XP_011236407	Olfr467
XP_006507922	Olfr467
XP_011240267	Olfr467
XP_011244887	1700067P10Rik
XP_006521643	Rbfox2
XP_006521662	Rbfox2
XP_006521631	Rbfox2
XP_006521637	Rbfox2
XP_006521639	Rbfox2
XP_006521650	Rbfox2
XP_006521640	Rbfox2
XP_006521661	Rbfox2
XP_006521632	Rbfox2
XP_006521633	Rbfox2
XP_006521656	Rbfox2
XP_006519016	Arhgap22
XP_006519017	Arhgap22
XP_006519018	Arhgap22
XP_006519019	Arhgap22
XP_006519020	Arhgap22
XP_011243355	Arhgap22
XP_006509928	Cwf19l2
XP_011246675	Cdk10
XP_006531023	Cdk10
XP_006531024	Cdk10
XP_006531025	Cdk10
XP_006527180	Cpsf7
XP_006527183	Cpsf7
XP_006527186	Cpsf7
XP_006527179	Cpsf7
XP_006498829	Gad1
XP_006498828	Gad1
XP_006498831	Gad1
XP_006514142	Derl3
XP_006521906	Myh11
XP_006521907	Myh11
XP_006529132	Sp110
XP_011246199	Sp110
XP_011246200	Sp110
XP_011246201	Sp110
XP_011246202	Sp110
XP_006517749	Fam169a
XP_011242971	Fam169a
XP_006522987	Il10rb
XP_006513083	Cabin1
XP_006513082	Cabin1
XP_006509825	Mvb12a
XP_006509826	Mvb12a
XP_006516117	Map4k5
XP_011240630	1700030K09Rik
XP_011242051	0610010F05Rik
XP_006514874	0610010F05Rik
XP_006514873	0610010F05Rik
XP_006514870	0610010F05Rik
XP_006514871	0610010F05Rik
XP_006528132	Gm8914
XP_006528133	Gm8914
XP_006528134	Gm8914
XP_006528135	Gm8914
XP_011245910	Gm8914
XP_006528136	Gm8914
XP_006528137	Gm8914
XP_006528138	Gm8914
XP_006528139	Gm8914
XP_006537954	Slc35a1
XP_006527120	Prlhr
XP_011241690	Rassf3
XP_006513442	Rassf3
XP_006526688	Abcc2
XP_006532374	Itga3
XP_006532373	Itga3
XP_006540193	Ifnl3
XP_006514719	Ccdc85a
XP_006514717	Ccdc85a
XP_006514718	Ccdc85a
XP_006503155	Podn
XP_006525910	Wdr36
XP_006496285	Unc50
XP_006496286	Unc50
XP_006496284	Unc50
XP_006496283	Unc50
XP_011237410	Acvr1c
XP_006498148	Acvr1c
XP_006498149	Acvr1c
XP_006540050	Vmn1r72
XP_006515923	Macc1
XP_006515924	Macc1
XP_006515926	Macc1
XP_006515925	Macc1
XP_011239235	Pilrb1
XP_011239237	Pilrb1
XP_011242441	Esyt2
XP_006516135	Esyt2
XP_011242442	Esyt2
XP_011242443	Esyt2
XP_006536745	Btnl4
XP_006537476	Btnl4
XP_006525496	Btnl4
XP_006524823	Btnl4
XP_011249378	Gm20920
XP_006501456	Pias3
XP_006501457	Pias3
XP_006534586	Sh3bp5l
XP_006534587	Sh3bp5l
XP_006500075	Crls1
XP_011245453	Ifit3
XP_011245454	Ifit3
XP_011245455	Ifit3
XP_006501420	Dennd4b
XP_006501418	Dennd4b
XP_006501419	Dennd4b
XP_006522751	Senp2
XP_006522752	Senp2
XP_006522753	Senp2
XP_006529685	Nr5a2
XP_006529684	Nr5a2
XP_006514336	Ccdc138
XP_006511653	Hmgn3
XP_006524253	Srsf7
XP_006524254	Srsf7
XP_011244714	Srsf7
XP_011244715	Srsf7
XP_011237000	Dnajb2
XP_006496574	Dnajb2
XP_011244212	Rbfox1
XP_006522247	Rbfox1
XP_006522252	Rbfox1
XP_006522253	Rbfox1
XP_006522254	Rbfox1
XP_006522255	Rbfox1
XP_011244218	Rbfox1
XP_011244221	Rbfox1
XP_011244222	Rbfox1
XP_006522251	Rbfox1
XP_011244213	Rbfox1
XP_006521347	Fignl2
XP_006521345	Fignl2
XP_006521346	Fignl2
XP_006536785	Rbx1
XP_006543441	Rbx1
XP_006525295	Rbx1
XP_006537515	Rbx1
XP_011247453	Dgke
XP_006514648	Ogdh
XP_006514646	Ogdh
XP_006514645	Ogdh
XP_006514647	Ogdh
XP_006514649	Ogdh
XP_011238428	Dapp1
XP_006525039	Hnrnpll
XP_006506183	Clec1a
XP_006516317	Kcnk10
XP_006516319	Kcnk10
XP_006516318	Kcnk10
XP_011242483	Kcnk10
XP_006516320	Kcnk10
XP_011238379	Olfr112
XP_011238394	Olfr112
XP_006536670	Olfr112
XP_011238418	Olfr112
XP_011238427	Olfr112
XP_011238440	Olfr112
XP_011249613	Olfr112
XP_011249614	Olfr112
XP_006537404	Olfr112
XP_011249615	Olfr112
XP_011249616	Olfr112
XP_011249617	Olfr112
XP_011244768	Olfr112
XP_011244765	Olfr112
XP_006524351	Olfr112
XP_011244767	Olfr112
XP_011244766	Olfr112
XP_011244764	Olfr112
XP_006513725	Olfr777
XP_006507966	Orai3
XP_006512462	Cnot10
XP_011241357	Cnot10
XP_006504735	Snx8
XP_006504736	Snx8
XP_006513124	Bcr
XP_006513496	Stat2
XP_006513497	Stat2
XP_006513498	Stat2
XP_006513499	Stat2
XP_006505686	Itpr1
XP_006505687	Itpr1
XP_006505689	Itpr1
XP_006505693	Itpr1
XP_006505694	Itpr1
XP_006505697	Itpr1
XP_006505690	Itpr1
XP_006505691	Itpr1
XP_006505695	Itpr1
XP_006505696	Itpr1
XP_006505699	Itpr1
XP_006505700	Itpr1
XP_006505688	Itpr1
XP_006505692	Itpr1
XP_011247131	Rpl26
XP_006505958	Trim24
XP_006523560	Adcyap1
XP_006523561	Adcyap1
XP_006520664	Pfkm
XP_006520665	Pfkm
XP_006524064	Prepl
XP_006540122	Zfp865
XP_006540123	Zfp865
XP_006536752	Trim15
XP_006537483	Trim15
XP_006516912	Sfxn1
XP_006516913	Sfxn1
XP_006506877	Bcl2l13
XP_006507196	Bcl2l13
XP_006507197	Bcl2l13
XP_006502276	Slc25a54
XP_006520164	Rrm2b
XP_006520165	Rrm2b
XP_006526148	Ldlrad4
XP_006526150	Ldlrad4
XP_006526152	Ldlrad4
XP_006526149	Ldlrad4
XP_006526151	Ldlrad4
XP_006531297	Tk2
XP_006531298	Tk2
XP_006531296	Tk2
XP_006516456	Tex21
XP_006516457	Tex21
XP_006499712	Pla2g4f
XP_006499713	Pla2g4f
XP_006499714	Pla2g4f
XP_011239738	Ccdc77
XP_011239741	Ccdc77
XP_006506554	Ccdc77
XP_011239734	Ccdc77
XP_006506553	Ccdc77
XP_006506555	Ccdc77
XP_011239736	Ccdc77
XP_006506562	Ccdc77
XP_011239737	Ccdc77
XP_006506556	Ccdc77
XP_011239735	Ccdc77
XP_006506558	Ccdc77
XP_006506557	Ccdc77
XP_006506559	Ccdc77
XP_006515826	Cdc42bpb
XP_006514089	Mum1
XP_006514088	Mum1
XP_006508072	Chrna10
XP_006508071	Chrna10
XP_006527317	Ahnak
XP_011245612	Ahnak
XP_011245613	Ahnak
XP_006527318	Ahnak
XP_006527319	Ahnak
XP_006527316	Ahnak
XP_006516881	B3galnt2
XP_006531919	Scyl1
XP_006531920	Scyl1
XP_006525034	Rrp1b
XP_006525035	Rrp1b
XP_011244881	Rps10
XP_011244882	Rps10
XP_006515772	Mfsd7c
XP_006512193	Fam198a
XP_006512194	Fam198a
XP_006514144	Mier2
XP_006514145	Mier2
XP_006514146	Mier2
XP_006514148	Mier2
XP_006514149	Mier2
XP_006514147	Mier2
XP_006535789	Abcf2
XP_006535790	Abcf2
XP_011237592	Fbn1
XP_006498810	Fbn1
XP_006530832	Psmb10
XP_006530833	Psmb10
XP_006510729	Amotl1
XP_006510730	Amotl1
XP_006510733	Amotl1
XP_006510731	Amotl1
XP_006510732	Amotl1
XP_006528754	Amelx
XP_006528755	Amelx
XP_011247200	Slc36a3
XP_011247201	Slc36a3
XP_006532892	Slc36a3
XP_006515706	Daam1
XP_006515707	Daam1
XP_006515705	Daam1
XP_006505728	Il17rc
XP_006505729	Il17rc
XP_006515736	Mbip
XP_006515737	Mbip
XP_011237252	Celf2
XP_011237253	Celf2
XP_011237254	Celf2
XP_006497398	Celf2
XP_011237256	Celf2
XP_011237251	Celf2
XP_006497401	Celf2
XP_006497402	Celf2
XP_011237255	Celf2
XP_011237257	Celf2
XP_011237258	Celf2
XP_011237259	Celf2
XP_006497396	Celf2
XP_006497397	Celf2
XP_006497399	Celf2
XP_006497400	Celf2
XP_006513468	Pmel
XP_006518883	Fam208a
XP_006540644	Atp10a
XP_006540643	Atp10a
XP_006499988	Ivd
XP_006516205	Eapp
XP_006502030	Ift80
XP_006502029	Ift80
XP_006535203	Uso1
XP_006535204	Uso1
XP_894815	Rpl10-ps3
XP_006527529	Lipm
XP_006501010	Casq2
XP_006516201	Nudt14
XP_011238392	Pogz
XP_011238393	Pogz
XP_006501426	Pogz
XP_006501425	Pogz
XP_006501427	Pogz
XP_006533322	Fscn2
XP_006497427	Il15ra
XP_006497422	Il15ra
XP_006497423	Il15ra
XP_006536814	Grm4
XP_006536815	Grm4
XP_006524382	Grm4
XP_006524380	Grm4
XP_011244777	Grm4
XP_011238911	1110065P20Rik
XP_006503438	1110065P20Rik
XP_006503439	1110065P20Rik
XP_006506469	Mad2l1
XP_011245219	Zfp438
XP_011245220	Zfp438
XP_006525968	Zfp438
XP_011245218	Zfp438
XP_006509580	Spock3
XP_006509581	Spock3
XP_006509579	Spock3
XP_006523718	Foxn2
XP_006523714	Foxn2
XP_006523716	Foxn2
XP_006523717	Foxn2
XP_006523715	Foxn2
XP_011239761	Scrn1
XP_006506635	Scrn1
XP_006535859	Smarcd3
XP_006535860	Smarcd3
XP_006535861	Smarcd3
XP_006535862	Smarcd3
XP_011245464	Pcsk5
XP_006526822	Pcsk5
XP_006528027	Zfp92
XP_011245878	Zfp92
XP_011248613	Park7
XP_006513301	Gng7
XP_006531456	Hsdl1
XP_006531457	Hsdl1
XP_006531458	Hsdl1
XP_006531461	Hsdl1
XP_006531459	Hsdl1
XP_006531460	Hsdl1
XP_006533679	Slc47a2
XP_011245012	Mettl4
XP_006525170	Mettl4
XP_006525169	Mettl4
XP_006525168	Mettl4
XP_006523932	Ptprm
XP_006523934	Ptprm
XP_006523935	Ptprm
XP_006523927	Ptprm
XP_006523928	Ptprm
XP_006523929	Ptprm
XP_006523930	Ptprm
XP_006523931	Ptprm
XP_006523933	Ptprm
XP_011244833	Umodl1
XP_006524677	Umodl1
XP_011247950	Slx
XP_006526665	Uhrf2
XP_006526666	Uhrf2
XP_006519338	Gnpnat1
XP_006519339	Gnpnat1
XP_011244860	Vmn2r90
XP_006530692	Cdh16
XP_011239750	Adipor2
XP_006506601	Adipor2
XP_006543380	Krtap20-2
XP_006543384	Krtap20-2
XP_006543385	Krtap20-2
XP_006523184	Krtap20-2
XP_006523188	Krtap20-2
XP_006510660	4931406C07Rik
XP_006510659	4931406C07Rik
XP_006544816	Gtpbp3
XP_011242033	Ddx56
XP_006507454	Inppl1
XP_011239984	Inppl1
XP_006507455	Inppl1
XP_006511246	Snx14
XP_011239511	Fgf6
XP_006497428	Kin
XP_006526967	Tjp2
XP_006526968	Tjp2
XP_006526970	Tjp2
XP_006526972	Tjp2
XP_006526971	Tjp2
XP_011245521	Tjp2
XP_011246179	Apex2
XP_011246180	Apex2
XP_006529054	Apex2
XP_006524961	Dennd1c
XP_006524962	Dennd1c
XP_006524963	Dennd1c
XP_011244903	Dennd1c
XP_006524964	Dennd1c
XP_011244902	Dennd1c
XP_006524965	Dennd1c
XP_006531582	Kars
XP_006530931	Ndrg4
XP_006530932	Ndrg4
XP_006530930	Ndrg4
XP_011243698	Espl1
XP_006520321	Espl1
XP_006520320	Espl1
XP_006520322	Espl1
XP_006500019	Fbxo3
XP_006519752	Rpgrip1
XP_006519753	Rpgrip1
XP_006519755	Rpgrip1
XP_011243526	Rpgrip1
XP_006515696	Slc10a1
XP_006522924	Zbtb21
XP_006522920	Zbtb21
XP_006522921	Zbtb21
XP_006522925	Zbtb21
XP_006522923	Zbtb21
XP_006510641	1110032A03Rik
XP_006510640	1110032A03Rik
XP_006510642	1110032A03Rik
XP_006501668	Dennd2c
XP_006501663	Dennd2c
XP_006501667	Dennd2c
XP_006501666	Dennd2c
XP_006501665	Dennd2c
XP_011241204	Iqcf3
XP_006539730	Shkbp1
XP_006539731	Shkbp1
XP_006521745	Eaf2
XP_006521747	Eaf2
XP_006521749	Eaf2
XP_006521746	Eaf2
XP_006521748	Eaf2
XP_006534388	Phykpl
XP_006534386	Phykpl
XP_006534387	Phykpl
XP_006527490	Pank1
XP_006526740	Ganab
XP_006526741	Ganab
XP_011239574	Dennd2a
XP_006505899	Dennd2a
XP_006505903	Dennd2a
XP_011239575	Dennd2a
XP_006500776	Zbtb46
XP_006500775	Zbtb46
XP_006509892	Birc3
XP_006509891	Birc3
XP_011240654	Birc3
XP_006509894	Birc3
XP_006509895	Birc3
XP_011240655	Birc3
XP_006509893	Birc3
XP_006523606	Runx2
XP_006523607	Runx2
XP_006523608	Runx2
XP_006505431	M1ap
XP_006526614	Rcor2
XP_006526615	Rcor2
XP_011240315	Ifitm10
XP_011240313	Ifitm10
XP_011240314	Ifitm10
XP_011240312	Ifitm10
XP_011240310	Ifitm10
XP_011240311	Ifitm10
XP_011240307	Ifitm10
XP_006516423	Atg2b
XP_006522259	Atp13a5
XP_006522260	Atp13a5
XP_006524348	Emilin2
XP_006524349	Emilin2
XP_011244763	Emilin2
XP_006504138	Ociad1
XP_006504139	Ociad1
XP_011247980	Slc7a14
XP_006535535	Slc7a14
XP_006531697	Ehbp1l1
XP_006531698	Ehbp1l1
XP_006502905	Nfia
XP_006502904	Nfia
XP_006502908	Nfia
XP_006502906	Nfia
XP_006502907	Nfia
XP_006533471	Eme1
XP_006519515	3632451O06Rik
XP_006519513	3632451O06Rik
XP_011243115	Gm2916
XP_011243124	Gm2916
XP_006509330	Fat1
XP_006509333	Fat1
XP_006509334	Fat1
XP_006509335	Fat1
XP_006509338	Fat1
XP_006509339	Fat1
XP_006509340	Fat1
XP_006509336	Fat1
XP_006509337	Fat1
XP_006509331	Fat1
XP_011240475	Fat1
XP_006501056	Eif4e
XP_006521882	Ubn1
XP_006521880	Ubn1
XP_006521879	Ubn1
XP_006526291	Commd10
XP_006528848	Tmem164
XP_006528847	Tmem164
XP_006528849	Tmem164
XP_006528846	Tmem164
XP_006528844	Tmem164
XP_006503082	Zmpste24
XP_006536198	Lmntd1
XP_006507058	Lmntd1
XP_006536192	Lmntd1
XP_006536193	Lmntd1
XP_006536194	Lmntd1
XP_006536195	Lmntd1
XP_006536196	Lmntd1
XP_006507048	Lmntd1
XP_006507049	Lmntd1
XP_006507050	Lmntd1
XP_006523528	Haao
XP_006523529	Haao
XP_006523526	Haao
XP_006507498	Pak1
XP_006507497	Pak1
XP_011239996	Pak1
XP_006507499	Pak1
XP_006507500	Pak1
XP_006540051	Olfr1348
XP_011250229	Cela3b
XP_006514601	Il9r
XP_006514600	Il9r
XP_006514603	Il9r
XP_006514602	Il9r
XP_006528340	Asb12
XP_011245977	Asb12
XP_011245976	Asb12
XP_006526365	Cxxc1
XP_006544162	Hist1h4f
XP_006531109	Brd7
XP_006531110	Brd7
XP_006531111	Brd7
XP_006531112	Brd7
XP_006523569	Mta3
XP_006523570	Mta3
XP_006523572	Mta3
XP_006523573	Mta3
XP_006523574	Mta3
XP_011244556	Mta3
XP_011244557	Mta3
XP_006523571	Mta3
XP_006524092	Ppp2r5d
XP_011240074	D430042O09Rik
XP_006507779	D430042O09Rik
XP_011240076	D430042O09Rik
XP_006507780	D430042O09Rik
XP_011240075	D430042O09Rik
XP_006507781	D430042O09Rik
XP_011240073	D430042O09Rik
XP_006509307	F11
XP_006509308	F11
XP_006509309	F11
XP_006526304	Cep192
XP_006526305	Cep192
XP_006526306	Cep192
XP_011248837	Zfp940
XP_006530947	Nae1
XP_006505155	Asns
XP_006505156	Asns
XP_006526335	Prr16
XP_006521202	Panx2
XP_006507342	Serpinh1
XP_006507341	Serpinh1
XP_011244601	H2-Ob
XP_006523749	H2-Ob
XP_006525379	H2-Ob
XP_011236505	H2-Ob
XP_011249590	H2-Ob
XP_011249662	H2-Ob
XP_006508281	Mettl10
XP_006508282	Mettl10
XP_011241705	Aldh1l2
XP_006513568	Aldh1l2
XP_006496741	Kcnj9
XP_006521512	Faim2
XP_006501606	Lrig2
XP_006497691	Cacna1b
XP_006497692	Cacna1b
XP_006497697	Cacna1b
XP_006497695	Cacna1b
XP_006497689	Cacna1b
XP_006497690	Cacna1b
XP_006497693	Cacna1b
XP_006497694	Cacna1b
XP_006497696	Cacna1b
XP_006497698	Cacna1b
XP_006497699	Cacna1b
XP_011239204	Srrm3
XP_006504536	Srrm3
XP_006504534	Srrm3
XP_006504535	Srrm3
XP_006524596	Capn13
XP_006516124	Vrtn
XP_006516123	Vrtn
XP_006531527	Adad2
XP_006531529	Adad2
XP_006514085	Smarcc2
XP_006514086	Smarcc2
XP_006514087	Smarcc2
XP_006514083	Smarcc2
XP_006514084	Smarcc2
XP_006528185	Gm5640
XP_006534733	Xlr5a
XP_011249741	Xlr5a
XP_006534736	Xlr5a
XP_006534735	Xlr5a
XP_006534734	Xlr5a
XP_011249742	Xlr5a
XP_006534737	Xlr5a
XP_011245955	Xlr5a
XP_011245954	Xlr5a
XP_006528271	Xlr5a
XP_006528272	Xlr5a
XP_006528269	Xlr5a
XP_006528270	Xlr5a
XP_011249743	Xlr5a
XP_011245956	Xlr5a
XP_006528273	Xlr5a
XP_006504787	Rbak
XP_006504786	Rbak
XP_011245702	Mlana
XP_006523341	Tcp10c
XP_006523343	Tcp10c
XP_006509734	Slc27a1
XP_006509733	Slc27a1
XP_006509740	Slc27a1
XP_006509741	Slc27a1
XP_006509738	Slc27a1
XP_006509737	Slc27a1
XP_006509739	Slc27a1
